MDY,SubType,POINT_X,POINT_Y
7/17/1941,PzDiv,30.91903083,54.566930500000005
7/19/1941,PzDiv,31.94152664,54.6712929
7/20/1941,PzDiv,32.10611619,54.71470298
7/22/1941,PzDiv,32.52291565,54.59498189
7/24/1941,PzDiv,32.51913111,54.59332308
7/26/1941,PzDiv,32.79214991,54.64407528
7/26/1941,PzDiv,32.59595547,54.72902011
7/27/1941,PzDiv,32.78019647,54.77468063
7/29/1941,PzDiv,32.90973186,54.76793365
7/30/1941,PzDiv,32.93078278,54.77548624
8/2/1941,PzDiv,32.79952805,54.72243489
8/1/1941,PzDiv,32.76217783,54.746963
8/4/1941,PzDiv,32.94927652,54.71080767
8/4/1941,PzDiv,32.83647289,54.75923489
8/4/1941,PzDiv,32.74040284,54.795205599999996
8/4/1941,PzDiv,32.6396811,54.79186847
8/6/1941,PzDiv,32.83807666,54.74190571
8/12/1941,PzDiv,32.75112065,54.62236079
8/14/1941,PzDiv,32.94634394,53.95759808
8/18/1941,PzDiv,32.81035526,53.14681036
8/20/1941,PzDiv,32.80815473,53.10873238
8/20/1941,PzDiv,33.34550424,52.95557619
8/21/1941,PzDiv,32.81317201,53.12454257
8/23/1941,PzDiv,32.82539762,53.11941379999999
8/24/1941,PzDiv,32.82547951,53.10993048
8/24/1941,PzDiv,33.5513793,53.128368
7/11/1941,PzDiv,30.12897395,54.36663359
7/13/1941,PzDiv,30.77815463,54.43034076
7/15/1941,PzDiv,31.41143384,54.65074771
7/16/1941,PzDiv,31.47677353,54.66621236
7/17/1941,PzDiv,31.50772164,54.67951334
7/19/1941,PzDiv,31.42430879,54.67931534
7/20/1941,PzDiv,31.48906799,54.65772847
7/22/1941,PzDiv,31.44481885,54.62479873
7/26/1941,PzDiv,32.72964069,54.318802399999996
7/27/1941,PzDiv,32.64667215,54.26354359
7/29/1941,PzDiv,32.42882049,54.45987299
7/30/1941,PzDiv,32.44458863,54.45897699
8/1/1941,PzDiv,32.44118133,54.483149
8/2/1941,PzDiv,32.39421731,54.45977404
8/4/1941,PzDiv,32.54992964,54.31654197
8/4/1941,PzDiv,32.53017699,54.48721591
8/6/1941,PzDiv,32.42162558,54.43357267
8/10/1941,PzDiv,32.47405998,54.43963447
8/12/1941,PzDiv,32.47657067,54.45652976
8/14/1941,PzDiv,32.63069879,54.50922312
8/18/1941,PzDiv,32.873464,53.90309770000001
